Key,Id,Czech (Czech Republic)(cs-CZ),English (United States)(en-US),Slovak (Slovakia)(sk-SK)
"BIN_Q0",81208772961882112,"","",""
"BIN_Q0_A0",81208772966076416,"","",""
"BIN_Q0_A1",81208772966076417,"","",""
"BIN_Q0_A2",81208772966076418,"","",""
"BIN_Q1",81208772966076419,"","",""
"BIN_Q1_A0",81208772966076420,"","",""
"BIN_Q1_A1",81208772966076421,"","",""
"BIN_Q1_A2",81208772966076422,"","",""
"BIN_Q2",81208772966076423,"","",""
"BIN_Q2_A0",81208772966076424,"","",""
"BIN_Q2_A1",81208772966076425,"","",""
"BIN_Q2_A2",81208772966076426,"","",""
"BIN_Q3",81208772966076427,"","",""
"BIN_Q3_A0",81208772966076428,"","",""
"BIN_Q3_A1",81208772966076429,"","",""
"BIN_Q3_A2",81208772966076430,"","",""
"BIN_Q4",81208772966076431,"","",""
"BIN_Q4_A0",81208772966076432,"","",""
"BIN_Q4_A1",81208772966076433,"","",""
"BIN_Q4_A2",81208772966076434,"","",""
"GTS_Q0",81208772966076435,"","",""
"GTS_Q0_A0",81208772966076436,"","",""
"GTS_Q0_A1",81208772966076437,"","",""
"GTS_Q0_A2",81208772966076438,"","",""
"GTS_Q1",81208772966076439,"","",""
"GTS_Q1_A0",81208772966076440,"","",""
"GTS_Q1_A1",81208772966076441,"","",""
"GTS_Q1_A2",81208772966076442,"","",""
"GTS_Q2",81208772966076443,"","",""
"GTS_Q2_A0",81208772966076444,"","",""
"GTS_Q2_A1",81208772966076445,"","",""
"GTS_Q2_A2",81208772966076446,"","",""
"GTS_Q3",81208772966076447,"","",""
"GTS_Q3_A0",81208772966076448,"","",""
"GTS_Q3_A1",81208772966076449,"","",""
"GTS_Q3_A2",81208772966076450,"","",""
"GTS_Q4",81208772966076451,"","",""
"GTS_Q4_A0",81208772966076452,"","",""
"GTS_Q4_A1",81208772966076453,"","",""
"GTS_Q4_A2",81208772966076454,"","",""
"CPU_Q0",81208772966076455,"","",""
"CPU_Q0_A0",81208772966076456,"","",""
"CPU_Q0_A1",81208772966076457,"","",""
"CPU_Q0_A2",81208772966076458,"","",""
"CPU_Q1",81208772966076459,"","",""
"CPU_Q1_A0",81208772966076460,"","",""
"CPU_Q1_A1",81208772966076461,"","",""
"CPU_Q1_A2",81208772966076462,"","",""
"CPU_Q2",81208772966076463,"","",""
"CPU_Q2_A0",81208772966076464,"","",""
"CPU_Q2_A1",81208772966076465,"","",""
"CPU_Q2_A2",81208772966076466,"","",""
"CPU_Q3",81208772966076467,"","",""
"CPU_Q3_A0",81208772966076468,"","",""
"CPU_Q3_A1",81208772966076469,"","",""
"CPU_Q3_A2",81208772966076470,"","",""
"CPU_Q4",81208772966076471,"","",""
"CPU_Q4_A0",81208772966076472,"","",""
"CPU_Q4_A1",81208772966076473,"","",""
"CPU_Q4_A2",81208772966076474,"","",""
"COOL_Q0",81208772966076475,"","",""
"COOL_Q0_A0",81208772966076476,"","",""
"COOL_Q0_A1",81208772966076477,"","",""
"COOL_Q0_A2",81208772966076478,"","",""
"COOL_Q1",81208772966076479,"","",""
"COOL_Q1_A0",81208772966076480,"","",""
"COOL_Q1_A1",81208772966076481,"","",""
"COOL_Q1_A2",81208772966076482,"","",""
"COOL_Q2",81208772966076483,"","",""
"COOL_Q2_A0",81208772966076484,"","",""
"COOL_Q2_A1",81208772966076485,"","",""
"COOL_Q2_A2",81208772966076486,"","",""
"COOL_Q3",81208772966076487,"","",""
"COOL_Q3_A0",81208772966076488,"","",""
"COOL_Q3_A1",81208772966076489,"","",""
"COOL_Q3_A2",81208772966076490,"","",""
"COOL_Q4",81208772966076491,"","",""
"COOL_Q4_A0",81208772966076492,"","",""
